Name,Category,Description,Author,Created,LastModified,Website,Filename,OriginalFileName,PEDescription,Product,Privileges,Free,Verification,SupportedOS,Capabilities,Vulnerabilities,InstallationPaths,Artifacts,Detections,References,Acknowledgement
Remmon,RMM,Remmon is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,,,,,,,,remmon.exe,"{""Disk"": [], ""EventLog"": [], ""Registry"": [], ""Network"": [{""Description"": ""Known remote domains"", ""Domains"": [""*.remmon.hu"", ""remmon.hu""], ""Ports"": []}]}","[{""Sigma"": ""https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/remmon_network_sigma.yml"", ""Description"": ""Detects potential network activity of Remmon RMM tool""}, {""Sigma"": ""https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/remmon_processes_sigma.yml"", ""Description"": ""Detects potential processes activity of Remmon RMM tool""}]",https://remmon.hu,[]
Iperius Remote,RMM,Iperius Remote is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.iperiusremote.com/,,,,,,,,,,,"iperius.exe, iperiusremote.exe","{""Disk"": [], ""EventLog"": [], ""Registry"": [], ""Network"": [{""Description"": ""Known remote domains"", ""Domains"": [""*.iperiusremote.com"", ""*.iperius.com"", ""*.iperius-rs.com"", ""iperiusremote.com""], ""Ports"": []}]}","[{""Sigma"": ""https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/iperius_remote_network_sigma.yml"", ""Description"": ""Detects potential network activity of Iperius Remote RMM tool""}, {""Sigma"": ""https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/iperius_remote_processes_sigma.yml"", ""Description"": ""Detects potential processes activity of Iperius Remote RMM tool""}]",https://www.iperiusremote.com/download-iperius-remote-desktop-windows.aspx,[]
Pocket Controller (Soti Xsight),RMM,Pocket Controller (Soti Xsight) is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2025-12-14,https://soti.net/products/soti-xsight/,,,,,,,,Windows,,,"pocketcontroller.exe, wysebrowser.exe, XSightService.exe","{""Disk"": [], ""EventLog"": [], ""Registry"": [], ""Network"": [{""Description"": ""Known remote domains"", ""Domains"": [""*soti.net""], ""Ports"": []}]}","[{""Sigma"": ""https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/pocket_controller__soti_xsight__network_sigma.yml"", ""Description"": ""Detects potential network activity of Pocket Controller (Soti Xsight) RMM tool""}, {""Sigma"": ""https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/pocket_controller__soti_xsight__processes_sigma.yml"", ""Description"": ""Detects potential processes activity of Pocket Controller (Soti Xsight) RMM tool""}]",https://pulse.soti.net/support/soti-xsight/help/,[]
RemoteCall,RMM,RemoteCall is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.remotecall.com/,,,,,,,,Windows,,,"rcengmgru.exe, rcmgrsvc.exe, rxstartsupport.exe, rcstartsupport.exe, raautoup.exe, agentu.exe, remotesupportplayeru.exe","{""Disk"": [], ""EventLog"": [], ""Registry"": [], ""Network"": [{""Description"": ""Known remote domains"", ""Domains"": [""*.remotecall.com"", ""*.startsupport.com"", ""remotecall.com""], ""Ports"": []}]}","[{""Sigma"": ""https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/remotecall_network_sigma.yml"", ""Description"": ""Detects potential network activity of RemoteCall RMM tool""}, {""Sigma"": ""https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/remotecall_processes_sigma.yml"", ""Description"": ""Detects potential processes activity of RemoteCall RMM tool""}]",https://help.remotecall.com/hc/en-us/articles/360005128814--RemoteCall-Server-List-For-Firewall,[]
AweRay,RMM,AweRay is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2025-12-14,https://awesun.aweray.com/en,,,,,,,,,,,"aweray_remote*.exe, AweSun.exe","{""Disk"": [], ""EventLog"": [], ""Registry"": [], ""Network"": [{""Description"": ""Known remote domains"", ""Domains"": [""asapi*.aweray.net"", ""client-api.aweray.com""], ""Ports"": []}]}","[{""Sigma"": ""https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/aweray_network_sigma.yml"", ""Description"": ""Detects potential network activity of AweRay RMM tool""}, {""Sigma"": ""https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/aweray_processes_sigma.yml"", ""Description"": ""Detects potential processes activity of AweRay RMM tool""}]",https://sun.aweray.com/help,[]
NordLocker,RAT,NordLocker is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://nordlocker.com/,,,,,,,,,,,,"{""Disk"": [], ""EventLog"": [], ""Registry"": [], ""Network"": []}",[],,[]
ImmyBot,RMM,"ImmyBot is a remote monitoring and management (RMM) and automation tool designed for MSPs, focusing on workstation configuration, software deployment, and patch management. The tool has been reported in private threat intelligence as being delivered via phishing campaigns to establish unauthorized remote access, though no public references are currently available. ImmyBot uses signed agents and operates over secure websockets to managed endpoints.",Michael Haag,2026-01-15,2026-01-15,https://www.immy.bot/,ImmyAgent.exe,,ImmyBot agent executable (verified via official documentation),,SYSTEM,Trial Available,Code-signed with EV certificate,Windows,"Remote Control, Remote Access, File Transfer, Command Line Support, Software Deployment, Patch Management, Script Execution, Automated Configuration",,"C:\Program Files\ImmyBot\ImmyAgent.exe, C:\Program Files\ImmyBot\ImmyUpdater.exe, C:\Program Files (x86)\ImmyBot\ImmyAgent.exe, C:\Program Files (x86)\ImmyBot\ImmyUpdater.exe, *\ImmyBot\*, C:\Windows\Temp\ImmyBot\*, ImmyAgent.exe, ImmyUpdater.exe, ImmyBot.Agent.Ephemeral.exe, ImmyBot.msi","{""Disk"": [{""File"": ""C:\\Program Files\\ImmyBot\\*"", ""Description"": ""ImmyBot installation directory (verified via official documentation)"", ""OS"": ""Windows""}, {""File"": ""C:\\Program Files (x86)\\ImmyBot\\*"", ""Description"": ""ImmyBot installation directory for 32-bit (verified via official documentation)"", ""OS"": ""Windows""}, {""File"": ""C:\\ProgramData\\ImmyBot\\Logs\\*"", ""Description"": ""ImmyBot agent logs (verified via official documentation)"", ""OS"": ""Windows""}, {""File"": ""C:\\ProgramData\\ImmyBot\\Scripts\\*"", ""Description"": ""ImmyBot script execution directory (verified via official documentation)"", ""OS"": ""Windows""}, {""File"": ""C:\\ProgramData\\ImmyBotAgentService\\config.json"", ""Description"": ""ImmyBot agent configuration file (verified via official documentation)"", ""OS"": ""Windows""}, {""File"": ""C:\\Windows\\Temp\\ImmyBot\\*"", ""Description"": ""ImmyBot temporary files directory"", ""OS"": ""Windows""}], ""EventLog"": [{""EventID"": 7045, ""Description"": ""Service installation event for ImmyBot Agent"", ""OS"": ""Windows""}], ""Registry"": [], ""Network"": [{""Description"": ""Known remote domains"", ""Domains"": [""*.immy.bot"", ""immy.bot""], ""Ports"": [443]}]}",[],"https://github.com/magicsword-io/LOLRMM/issues/135, https://www.immy.bot/, https://docs.immy.bot/Documentation/HowToGuides/agent-installation, https://docs.immy.bot/Documentation/Troubleshooting/security-software.html, https://docs.immy.bot/troubleshooting","[{""Person"": ""boredchilada"", ""Handle"": ""@boredchilada""}]"
NetLock RMM,RMM,NetLock RMM is an open source Remote Management and Monitoring tool with a paid support and cloud offering.,Tyler Schultz,2025-07-18,2025-07-18,https://www.netlockrmm.com/,,,,,,,,"Windows, Linux, MacOS",,,"NetLock_RMM_Agent_Installer.exe, NetLock_RMM_Agent_Installer, /var/0x101_Cyber_Security/*, /Library/Application Support/0x101_Cyber_Security/*, /usr/local/bin/0x101_Cyber_Security/Netlock_RMM/*, /usr/0x101_Cyber_Security/Netlock_RMM/*, C:\ProgramData\0x101 Cyber Security\NetLock RMM\Comm Agent\*, C:\Program Files\0x101 Cyber Security\NetLock RMM\UserAgent\NetLock_RMM_User_Process.exe, C:\Program Files\0x101 Cyber Security\NetLock RMM\UserAgent\NetLock_RMM_User_UAC.exe","{""Disk"": [{""File"": ""C:\\temp\\netlock rmm\\installer\\logs\\*"", ""Description"": ""Debug and error logs related to installation"", ""OS"": ""Windows""}, {""File"": ""C:\\ProgramData\\0x101 Cyber Security\\NetLock RMM\\Comm Agent\\server_config.json"", ""Description"": ""Server Configuration File"", ""OS"": ""Windows""}, {""File"": ""/etc/systemd/system/netlock-rmm-agent-comm.service"", ""Description"": ""Netlock RMM Agent comm agent service"", ""OS"": ""Linux""}, {""File"": ""/Library/LaunchDaemons/com.netlock.rmm.agentcomm.plist"", ""Description"": ""macOS LaunchDaemon plist File"", ""OS"": ""macOS""}, {""File"": ""/var/log/netlock-rmm-agent-comm.log"", ""Description"": ""RMM agent comm log (Non-Windows)"", ""OS"": ""Linux""}], ""EventLog"": [], ""Registry"": [], ""Network"": []}","[{""Sigma"": ""https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/netlock_rmm_files_sigma.yml"", ""Description"": ""Detects potential files activity of NetLock RMM RMM tool""}, {""Sigma"": ""https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/netlock_rmm_processes_sigma.yml"", ""Description"": ""Detects potential processes activity of NetLock RMM RMM tool""}]","https://www.netlockrmm.com, https://github.com/0x101-Cyber-Security/NetLock-RMM","[{""Person"": ""Tyler Schultz"", ""Handle"": ""@shockwave_ts""}]"
Visual Studio Dev Tunnel,RAT,Visual Studio Dev Tunnel is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://learn.microsoft.com/azure/developer/dev-tunnels/,,,,,,,,,,,,"{""Disk"": [], ""EventLog"": [], ""Registry"": [], ""Network"": [{""Description"": ""Known remote domains"", ""Domains"": [""global.rel.tunnels.api.visualstudio.com"", ""*.rel.tunnels.api.visualstudio.com"", ""*.devtunnels.ms""], ""Ports"": []}]}","[{""Sigma"": ""https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/visual_studio_dev_tunnel_network_sigma.yml"", ""Description"": ""Detects potential network activity of Visual Studio Dev Tunnel RMM tool""}]",https://learn.microsoft.com/en-us/azure/developer/dev-tunnels/security,[]
Microsoft Quick Assist,RAT,Microsoft Quick Assist is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://support.microsoft.com/windows/solve-pc-problems-remotely-using-quick-assist-b077e31a-16f4-2529-1a47-21f6a9040bf3,,,,,,,,,,,quickassist.exe,"{""Disk"": [], ""EventLog"": [], ""Registry"": [], ""Network"": [{""Description"": ""Known remote domains"", ""Domains"": [""user_managed"", ""*.support.services.microsoft.com""], ""Ports"": []}]}","[{""Sigma"": ""https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/microsoft_quick_assist_network_sigma.yml"", ""Description"": ""Detects potential network activity of Microsoft Quick Assist RMM tool""}, {""Sigma"": ""https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/microsoft_quick_assist_processes_sigma.yml"", ""Description"": ""Detects potential processes activity of Microsoft Quick Assist RMM tool""}]",https://support.microsoft.com/en-us/windows/install-quick-assist-c17479b7-a49d-4d12-938c-dbfb97c88bca,[]
FreeNX,RAT,FreeNX is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,,,,,Windows,,,"C:\*\nxplayer.exe, *\nxplayer.exe","{""Disk"": [], ""EventLog"": [], ""Registry"": [], ""Network"": []}","[{""Sigma"": ""https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/freenx_processes_sigma.yml"", ""Description"": ""Detects potential processes activity of FreeNX RMM tool""}]",,[]
Netviewer (GoToMeet),RMM,Netviewer (GoToMeet) is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.goto.com/meeting/join,,,,,,,,,,,"NetViewer.exe, nvClient.exe, nvConsole.exe","{""Disk"": [], ""EventLog"": [], ""Registry"": [], ""Network"": [{""Description"": ""Known remote domains"", ""Domains"": [""*.netviewer.com"", ""netviewer.com""], ""Ports"": []}]}","[{""Sigma"": ""https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/netviewer__gotomeet__network_sigma.yml"", ""Description"": ""Detects potential network activity of Netviewer (GoToMeet) RMM tool""}, {""Sigma"": ""https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/netviewer__gotomeet__processes_sigma.yml"", ""Description"": ""Detects potential processes activity of Netviewer (GoToMeet) RMM tool""}]",https://www.netviewer.com/de/support/download/,[]
Impero Connect,RMM,Impero Connect is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,,,,,,,,ImperoClientSVC.exe,"{""Disk"": [], ""EventLog"": [], ""Registry"": [], ""Network"": [{""Description"": ""Known remote domains"", ""Domains"": [""imperosoftware.com""], ""Ports"": []}]}","[{""Sigma"": ""https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/impero_connect_network_sigma.yml"", ""Description"": ""Detects potential network activity of Impero Connect RMM tool""}, {""Sigma"": ""https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/impero_connect_processes_sigma.yml"", ""Description"": ""Detects potential processes activity of Impero Connect RMM tool""}]",,[]
Action1,RMM,"Action1 is a powerful Remote Monitoring and Management(RMM) tool that enables users to execute commands, scripts, and binaries. Through the web interface of action1, the administrator must create a new policy or an app to establish remote execution and then points that the agent is installed.",@kostastsale,2024-08-03,2024-08-03,https://www.action1.com/,action1_connector.exe,,,,SYSTEM,Yes,Corporate email required although temporary email services are accepted,Windows,"Backup and disaster recovery, Billing and invoicing, Customer portal, HelpDesk and ticketing, Mobile app, Network discovery, Patch management, Remote monitoring and management, Reporting and analytics",,C:\Windows\Action1\*,"{""Disk"": [{""File"": ""C:\\Windows\\Action1\\action1_agent.exe"", ""Description"": ""Action1 service binary"", ""OS"": ""Windows""}, {""File"": ""C:\\Windows\\Action1\\*"", ""Description"": ""Multiple files and binaries related to Action1 installation"", ""OS"": ""Windows""}, {""File"": ""C:\\Windows\\Action1\\scripts\\*"", ""Description"": ""Multiple scripts related to Action1 installation"", ""OS"": ""Windows""}, {""File"": ""C:\\Windows\\Action1\\rule_data\\*"", ""Description"": ""Files related to Action1 rules"", ""OS"": ""Windows""}, {""File"": ""C:\\Windows\\Action1\\action1_log_*.log"", ""Description"": ""Contains history, errors, system notifications. Incoming and outgoing connections."", ""OS"": ""Windows""}], ""EventLog"": [{""EventID"": 7045, ""ProviderName"": ""Service Control Manager"", ""LogFile"": ""System.evtx"", ""ServiceName"": ""A1Agent"", ""ImagePath"": ""\""C:\\\\Windows\\\\Action1\\\\action1_agent.exe\"""", ""Description"": ""Service installation event as result of Action1 installation.""}, {""EventID"": 4697, ""ProviderName"": ""Microsoft-Security-Auditing"", ""LogFile"": ""Security.evtx"", ""ServiceName"": ""A1Agent"", ""CommandLine"": ""C:\\Windows\\Action1\\action1_agent.exe service"", ""Description"": ""Service installation event as result of Action1 installation.""}, {""EventID"": 4688, ""ProviderName"": ""Microsoft-Security-Auditing"", ""LogFile"": ""Security.evtx"", ""CommandLine"": ""C:\\Windows\\Action1\\action1_agent.exe loggedonuser"", ""Description"": ""Executing command to get logged on user.""}], ""Registry"": [{""Path"": ""HKLM\\System\\CurrentControlSet\\Services\\A1Agent"", ""Description"": ""Service installation event as result of Action1 installation.""}, {""Path"": ""HKLM\\SOFTWARE\\WOW6432Node\\Microsoft\\Windows\\Windows Error Reporting\\LocalDumps\\action1_agent.exe"", ""Description"": ""Ensures that detailed crash information is available for analysis, which aids in maintaining the stability and reliability of the software.""}, {""Path"": ""HKLM\\SOFTWARE\\WOW6432Node\\Action1"", ""Description"": ""Storing its configuration settings and other relevant information""}], ""Network"": [{""Description"": ""N/A"", ""Domains"": [""*.action1.com""], ""Ports"": [443]}, {""Description"": ""N/A"", ""Domains"": [""a1-backend-packages.s3.amazonaws.com""], ""Ports"": [443]}]}","[{""Name"": ""Arbitrary code execution and remote sessions via Action1 RMM"", ""Description"": ""Threat hunting rule for detecting the execution of arbitrary code and remote sessions via Action1 RMM"", ""author"": ""@kostastsale"", ""Link"": ""https://github.com/tsale/Sigma_rules/blob/ea87e4fc851207ca0f002ec043624f2b3bf1b2da/Threat%20Hunting%20Queries/Action1_RMM.yml""}, {""Sigma"": ""https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/action1_registry_sigma.yml"", ""Description"": ""Detects potential registry activity of Action1 RMM tool""}, {""Sigma"": ""https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/action1_network_sigma.yml"", ""Description"": ""Detects potential network activity of Action1 RMM tool""}, {""Sigma"": ""https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/action1_files_sigma.yml"", ""Description"": ""Detects potential files activity of Action1 RMM tool""}]","https://www.action1.com/documentation/firewall-configuration/, https://www.action1.com/documentation/, https://twitter.com/Kostastsale/status/1646256901506605063?s=20, https://ruler-project.github.io/ruler-project/RULER/remote/Action1/","[{""Person"": ""Kostas"", ""Handle"": ""@kostastsale""}]"
Synergy,RAT,Synergy is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://symless.com/synergy,,,,,,,,,,,,"{""Disk"": [], ""EventLog"": [], ""Registry"": [], ""Network"": [{""Description"": ""Known remote domains"", ""Domains"": [""user_managed""], ""Ports"": []}]}","[{""Sigma"": ""https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/synergy_network_sigma.yml"", ""Description"": ""Detects potential network activity of Synergy RMM tool""}]",https://symless.com/synergy,[]
AliWangWang-remote-control,RMM,AliWangWang-remote-control is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://wangwang.taobao.com/,,,,,,,,,,,alitask.exe,"{""Disk"": [], ""EventLog"": [], ""Registry"": [], ""Network"": [{""Description"": ""Known remote domains"", ""Domains"": [""wangwang.taobao.com""], ""Ports"": []}]}","[{""Sigma"": ""https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/aliwangwang-remote-control_network_sigma.yml"", ""Description"": ""Detects potential network activity of AliWangWang-remote-control RMM tool""}, {""Sigma"": ""https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/aliwangwang-remote-control_processes_sigma.yml"", ""Description"": ""Detects potential processes activity of AliWangWang-remote-control RMM tool""}]",https://github.com/KKomarov/AliWangWangEng/blob/master/chs.locale,[]
MyIVO,RMM,MyIVO is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,,,,,,,,"myivomgr.exe, myivomanager.exe","{""Disk"": [], ""EventLog"": [], ""Registry"": [], ""Network"": [{""Description"": ""Known remote domains"", ""Domains"": [""myivo-server.software.informer.com""], ""Ports"": []}]}","[{""Sigma"": ""https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/myivo_network_sigma.yml"", ""Description"": ""Detects potential network activity of MyIVO RMM tool""}, {""Sigma"": ""https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/myivo_processes_sigma.yml"", ""Description"": ""Detects potential processes activity of MyIVO RMM tool""}]",https://myivo.com,[]
WebRDP,RAT,WebRDP is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://github.com/Mikej81/WebRDP,,,,,,,,,,,webrdp.exe,"{""Disk"": [], ""EventLog"": [], ""Registry"": [], ""Network"": [{""Description"": ""Known remote domains"", ""Domains"": [""user_managed"", ""github.com/Mikej81/WebRDP""], ""Ports"": []}]}","[{""Sigma"": ""https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/webrdp_network_sigma.yml"", ""Description"": ""Detects potential network activity of WebRDP RMM tool""}, {""Sigma"": ""https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/webrdp_processes_sigma.yml"", ""Description"": ""Detects potential processes activity of WebRDP RMM tool""}]",https://github.com/Mikej81/WebRDP,[]
DesktopNow,RMM,DesktopNow is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.nchsoftware.com/remotedesktop/index.html,,,,,,,,,,,desktopnow.exe,"{""Disk"": [], ""EventLog"": [], ""Registry"": [], ""Network"": [{""Description"": ""Known remote domains"", ""Domains"": [""*.nchuser.com""], ""Ports"": []}]}","[{""Sigma"": ""https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/desktopnow_network_sigma.yml"", ""Description"": ""Detects potential network activity of DesktopNow RMM tool""}, {""Sigma"": ""https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/desktopnow_processes_sigma.yml"", ""Description"": ""Detects potential processes activity of DesktopNow RMM tool""}]",https://forums.ivanti.com/s/article/Network-Ports-used-by-Environment-Manager?language=en_US,[]
